climber_id,LAST,FIRST,Gender,Nation,Last_active,YOB
65306,FOURTEAU,Joshua,male,FRA,18/10/2019,2002
65558,SLEZÁK,Ondřej ,male,CZE,18/10/2019,2003
65726,Tomatis,Giorgio,male,ITA,18/10/2019,2003
65902,Tarkus,Lucija,female,SLO,18/10/2019,2003
65905,Majcen,Maja,female,SLO,18/10/2019,2003
66031,POTUCEK,Stephan,male,CZE,18/10/2019,2001
66363,Cherblanc,Lisa,female,FRA,18/10/2019,2002
67046,Lavrykova,Yelyzaveta,female,UKR,18/10/2019,2001
67049,Zaiets,Tetiana,female,UKR,18/10/2019,2001
67365,Fabric,Jakub,male,SVK,18/10/2019,2003
67544,Tiupyshev,Sergei,male,RUS,18/10/2019,2000
69845,RÖDLAND VAAGE,Örjan,male,NOR,18/10/2019,2002
70532,MACIÀ LLOBET,Lluc,male,ESP,18/10/2019,2004
70562,Radics,Attila Zsombor,male,HUN,18/10/2019,2004
70611,Lerondel,Saula,female,FRA,18/10/2019,2004
70764,Gurba,Jan,male,POL,18/10/2019,2004
70851,Niederwolfsgruber,Evi,female,ITA,18/10/2019,2004
70854,Battistella,Viola,female,ITA,18/10/2019,2004
70857,Papetti,Federica,female,ITA,18/10/2019,2004
70860,Colli,Beatrice,female,ITA,18/10/2019,2004
70866,Zappini,Andrea,male,ITA,18/10/2019,2003
70881,Maniakin,Illia,male,UKR,18/10/2019,2004
70932,ROMŠAK,Timotej,male,SLO,18/10/2019,2004
70950,SELIŠKAR,Ema,female,SLO,18/10/2019,2004
71211,Zinsler,David,male,AUT,18/10/2019,2004
71217,Warenski,Emilia,female,AUT,18/10/2019,2004
71244,Kmoch,Lara,female,CRO,18/10/2019,2004
71268,Velev,Erica,female,BUL,18/10/2019,2002
71328,Daele,Morgane,female,BEL,18/10/2019,2002
71655,Koskov,Artem,male,RUS,18/10/2019,2002
71706,Beliankin,Kirill,male,RUS,18/10/2019,2004
73061,Matiak-Iabluchkina,Elena,female,RUS,18/10/2019,2003
73810,Nikifaravets,Yuliya,female,BLR,18/10/2019,2004
77057,Roberts,Toby,male,GBR,18/10/2019,2005
77497,Bertone,Oriane,female,FRA,18/10/2019,2005
77503,Deshayes,Louna,female,FRA,18/10/2019,2005
77530,Bakhmet-Smolenskyi,Illia,male,UKR,18/10/2019,2005
77587,Vnukov,Maksym,male,UKR,18/10/2019,2005
77668,Adamovsky,Adam,male,CZE,18/10/2019,2005
77686,Dusankova,Martina,female,CZE,18/10/2019,2005
77707,Kirov,Slav,male,BUL,18/10/2019,2005
77722,Totkova,Aleksandra,female,BUL,18/10/2019,2005
77956,BAKIĆ,Lana,female,CRO,18/10/2019,2005
78031,Durkova,Sofia,female,SVK,18/10/2019,2005
78052,Jaki,Jaka,male,SLO,18/10/2019,2005
78055,Jerman,Luka,male,SLO,18/10/2019,2005
78058,Copar,Sara,female,SLO,18/10/2019,2005
78085,Bazzani,Anselmo,male,ITA,18/10/2019,2004
79071,Schalck,Mejdi,male,FRA,18/10/2019,2004
79215,Guillermin,Victor,male,FRA,18/10/2019,2005
79293,Liza,Novak,female,SLO,18/10/2019,2004
79335,Snir,Bar,female,ISR,18/10/2019,2005
79733,Rowold,Daniel Massimo,male,DEN,18/10/2019,2004
79743,Sierslev,Magnus Silas Hjorth,male,DEN,18/10/2019,2005
79763,Fyhn,Phillip,male,DEN,18/10/2019,2004
80683,Glotova,Daria,female,RUS,18/10/2019,2004
80703,Shunevich,Vladislav,male,RUS,18/10/2019,2004
80713,Sidelnikov,Matvei,male,RUS,18/10/2019,2004
53350,Hentschel,Lela,female,SUI,05/10/2019,2004
5169,Markovic,Mina,female,SLO,04/10/2019,1987
6550,Schubert,Jakob,male,AUT,04/10/2019,1990
7492,Barrans,David,male,GBR,04/10/2019,1981
7964,Boldyrev,Danyil,male,UKR,04/10/2019,1992
8315,Rudigier,Max,male,AUT,04/10/2019,1993
8359,Zaikina,Anna,female,RUS,04/10/2019,1993
9493,Miroslaw,Aleksandra,female,POL,04/10/2019,1994
9758,Joannes,Thomas,male,FRA,04/10/2019,1994
9867,Verhoeven,Anak,female,BEL,04/10/2019,1996
9970,Pilz,Jessica,female,AUT,04/10/2019,1996
9997,Bergant,Martin,male,SLO,04/10/2019,1996
10279,Fakiryanov,Dmitrii,male,RUS,04/10/2019,1994
10404,Vettorata,Francesco,male,ITA,04/10/2019,1992
10596,Fossali,Ludovico,male,ITA,04/10/2019,1997
10826,Kalan,Tjasa,female,SLO,04/10/2019,1996
11039,Shemla,Yuval,male,ISR,04/10/2019,1998
11498,Wood,Jennifer,female,GBR,04/10/2019,1994
11818,Kvandahl,Lisa-Marie,female,NOR,04/10/2019,1999
12574,Lempereur,Sven,male,BEL,04/10/2019,1999
12606,Esparta Frade,Bittor,male,ESP,04/10/2019,1998
12701,Marcus,Nimrod,male,ISR,04/10/2019,1999
13252,Forrest,Kieran,male,GBR,04/10/2019,2000
13616,Tkach,Yaroslav,male,UKR,04/10/2019,2001
57746,McArthur,Hamish,male,GBR,04/10/2019,2002
57750,Neame,Joanna,female,GBR,04/10/2019,1999
59314,Popov,Dmitrii,male,RUS,04/10/2019,1997
63883,Wollebaek,Emma Stöver,female,NOR,04/10/2019,2003
66851,Valsamidis,Matthaios,male,GRE,04/10/2019,1999
67511,Prosekova,Olesya,female,RUS,04/10/2019,1999
78479,NOEL-BAKER,John-Philip,male,GRE,04/10/2019,2003
7088,Grosso,Cesar,male,BRA,28/09/2019,1984
9996,Preskar,Milan,male,SLO,28/09/2019,1996
13221,Gundolf,Louis,male,AUT,28/09/2019,2001
67290,Moriwaki,Honoka,female,JPN,28/09/2019,1999
12553,Franckaert,Lukas,male,BEL,20/09/2019,2000
12662,Biagini,Pietro,male,ITA,20/09/2019,2000
13210,Schoibl,Celina,female,AUT,20/09/2019,2001
13243,Krynetskyi,Oleksii,male,UKR,20/09/2019,2000
13374,Tuzova,Natalie,female,CZE,20/09/2019,2001
13513,Milne,Maximillian,male,GBR,20/09/2019,2000
13556,Moroni,Camilla,female,ITA,20/09/2019,2001
56642,Ferrari,Luca,male,BEL,20/09/2019,2002
57566,Carretero Cruz,Eneko,male,ESP,20/09/2019,2001
64665,Dolecek,Lukas,male,CZE,20/09/2019,2003
64876,Lifman,Amiad,male,ISR,20/09/2019,2001
64879,Kerem,Ayala,female,ISR,20/09/2019,2001
64912,Ourumov,Hristo,male,BUL,20/09/2019,2003
64930,Klimaszewska,Marta,female,POL,20/09/2019,2003
64948,D'Addario,Adelaide,female,ITA,20/09/2019,2003
64957,Levin,Geva,male,ISR,20/09/2019,2003
64963,KURTOVIĆ,Filip,male,CRO,20/09/2019,2003
64969,Rusev,Dimitar,male,BUL,20/09/2019,2003
64975,Meignan,Naile,female,FRA,20/09/2019,2003
65029,Bogeschdorfer,Lawrence,male,AUT,20/09/2019,2002
65291,BARNABÉ,Eliot,male,FRA,20/09/2019,2003
66210,Mabboni,Federica,female,ITA,20/09/2019,2003
66632,Zakharov,Vladimir,male,RUS,20/09/2019,2003
66812,KALLIA,Evdoxia - Aikaterini,female,GRE,20/09/2019,2002
67022,Atanasov,Petar,male,BUL,20/09/2019,2003
69848,ØVRE-EIDE,Sunniva,female,NOR,20/09/2019,2004
69851,Lemvik,Edel,female,NOR,20/09/2019,2004
70529,Miranda Cid,Lucia,female,ESP,20/09/2019,2004
70608,Burtin,Louison,male,FRA,20/09/2019,2003
70782,Flockhart,Louise,female,GBR,20/09/2019,2004
70791,Collins,Matilda,female,GBR,20/09/2019,2004
71019,Gruzitis,Edvards,male,LAT,20/09/2019,2004
71145,Dobrzinska,Ksenija,female,LAT,20/09/2019,2004
71253,ČAČIJA,Roko,male,CRO,20/09/2019,2004
71277,Quaglia,Emanuele,male,ITA,20/09/2019,2003
71319,Bonev,Ivan,male,BUL,20/09/2019,2004
71826,Torres Illamola,Aida,female,ESP,20/09/2019,2002
73588,Cristea,Paul,male,ROU,20/09/2019,2004
74330,JŪLIJA,Popova,female,LAT,20/09/2019,2003
76710,Remes,Jitse,male,BEL,20/09/2019,2005
77758,Nawój,Daria,female,POL,20/09/2019,2004
78004,Cunha,Gustavo,male,POR,20/09/2019,2004
78088,Mele,Alessandro,male,ITA,20/09/2019,2005
78296,Nesterenko,Daria,female,UKR,20/09/2019,2003
78347,Morgan,Gwen,female,GBR,20/09/2019,2005
78416,Theocharopoulos,Theofanis Ermis,male,GRE,20/09/2019,2000
78473,LAVRENTAKIS-RIGAKIS,Filippos,male,GRE,20/09/2019,2005
78569,Somorjai,Zorka,female,HUN,20/09/2019,2005
79413,CASEY,Robin,female,IRL,20/09/2019,2003
79773,Hjorth Alstrup,Anine,female,DEN,20/09/2019,2004
79793,Lorentzen,Annika,female,DEN,20/09/2019,2004
79803,Rønnow,Jasmin Justesen,female,DEN,20/09/2019,2005
7572,Zazulin,Evgenii,male,RUS,05/09/2019,1991
7779,Dobrzanski,Maciej,male,POL,05/09/2019,1990
8956,Bednar,Stefan,male,SVK,05/09/2019,1990
10001,Ebner,Andrea,female,ITA,05/09/2019,1996
10181,Zakharova,Margaryta,female,UKR,05/09/2019,1995
10237,Taub,Yael,female,ISR,05/09/2019,1996
10493,Ridal,William,male,GBR,05/09/2019,1997
11986,Kotar,Matic,male,SLO,05/09/2019,1999
12012,Avezou,Leo,male,FRA,05/09/2019,1999
12098,Zanetti,Martina,female,ITA,05/09/2019,1997
12199,Kups,Ida,female,POL,05/09/2019,1999
12597,Lukan,Vita,female,SLO,05/09/2019,2000
12661,Medici,Giulia,female,ITA,05/09/2019,1999
12720,Mawem,Mickael,male,FRA,05/09/2019,1990
13541,Repusic,Urska,female,SLO,05/09/2019,2000
65059,Janecka,Bianka,female,POL,05/09/2019,2003
71262,Raz romeo,Carmel,male,ISR,05/09/2019,2000
11630,Peñaranda,Aaron,male,ECU,22/08/2019,2000
12497,Duncan,Freja,female,SWE,22/08/2019,2000
12589,Yohai,Naama,female,ISR,22/08/2019,2000
12620,Michurov,Nikolai,male,RUS,22/08/2019,2000
12663,Schenk,Filip,male,ITA,22/08/2019,2000
12767,Blokker,Damien,male,RSA,22/08/2019,2000
12768,Cosser,Christopher,male,RSA,22/08/2019,2000
13192,Esparta Frade,Andoni,male,ESP,22/08/2019,2001
13196,Messner,Jana,female,ITA,22/08/2019,2001
13228,Avezou,Sam,male,FRA,22/08/2019,2001
13279,Lem,Hauk Steinsson,male,NOR,22/08/2019,2000
13280,Aguado,Valentina,female,ARG,22/08/2019,2001
13319,Cibulka,Camilla,female,RSA,22/08/2019,2001
13373,Churavy,Jiri,male,CZE,22/08/2019,2001
13386,Uttley,Gwyneth,female,GBR,22/08/2019,2000
13441,Casas Mur,Rut,female,ESP,22/08/2019,2001
13451,Buitendyk,Sophie,female,CAN,22/08/2019,2000
13454,Karnis,Bronwen,female,CAN,22/08/2019,2000
13621,Fesenko,Anastasiia,female,UKR,22/08/2019,2001
13834,Santha,Robert,male,ROU,22/08/2019,2000
13876,Bair,Lauren,female,USA,22/08/2019,2001
13915,Goodacre,Joe,male,USA,22/08/2019,2001
13918,Gordon,Clay,male,USA,22/08/2019,2001
13921,Grossman,Natalia,female,USA,22/08/2019,2001
13954,Raboutou,Brooke,female,USA,22/08/2019,2001
14002,Nakamura,Mao,female,JPN,22/08/2019,2000
14014,Higuchi,Yuka,female,JPN,22/08/2019,2001
14047,Villegas García,Thor,male,MEX,22/08/2019,2001
14346,Tomas,Nichol,male,THA,22/08/2019,2004
14508,Cho,Gayeon,female,KOR,22/08/2019,2002
51060,Hofherr,Johannes,male,AUT,22/08/2019,2002
52839,Meul,Hannah,female,GER,22/08/2019,2001
53974,Coronado,Rafael,male,LUX,22/08/2019,2001
56636,Bujak,Milosz,male,POL,22/08/2019,2002
57854,Novak,Klemen,male,SLO,22/08/2019,2000
58338,Lavender,Sam,male,AUS,22/08/2019,2000
58446,Middlehurst,Ned,male,AUS,22/08/2019,2000
58718,Jones,Matthew,male,NZL,22/08/2019,2002
58726,Waldin,Thomas,male,NZL,22/08/2019,2000
58906,Jeffries,leah,female,AUS,22/08/2019,2002
59786,Petrov,Stoyan,male,BUL,22/08/2019,2001
60102,Altynbekov,Beknur,male,KAZ,22/08/2019,2002
60206,Stubbs,Alistair,male,RSA,22/08/2019,2002
60290,Choi,Minseo,male,KOR,22/08/2019,2001
60698,Boklaschuk,Paige,female,CAN,22/08/2019,2002
60922,Nankar,Shreya Sanjay Nankar,female,IND,22/08/2019,2002
61160,Park,Seoyeon,female,KOR,22/08/2019,2002
61553,Hernandez,Galo,male,ECU,22/08/2019,2000
61605,Jiang,Jenny,female,USA,22/08/2019,2001
62581,Stöckl,Annika,female,AUT,22/08/2019,2005
